clip,inicio,fin,tipo,elara_id,estado,bloque,narracion,prompt
115,19:41,19:46,Imagen,,HECHO,B32 Propaganda,los medos y a los persas. De aquella noche nace una expresión que,"Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. la ciudad dorada vista de lejos con una sombra sutil avanzando sobre ella, presagio. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
116,19:46,19:51,Imagen,,HECHO,B33 Banquete,"todavía usamos hoy: ""ver la escritura en la pared"", para hablar de","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. gran salón del banquete de Belsasar iluminado por antorchas, mesas rebosantes de comida y copas de oro, nobles festejando. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
117,19:51,19:56,Video,,HECHO,B33 Banquete,una señal inevitable de desastre. Los historiadores discuten si aquel banquete ocurrió tal,"Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. travelling entre las mesas del banquete: músicos, risas, copas de oro alzándose, lujo despreocupado, luz cálida y festiva. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
118,19:56,20:01,Imagen,,HECHO,B33 Banquete,"como lo cuenta la Biblia. Pero, real o simbólico, ese relato captura algo","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. copas y vasijas sagradas de oro sobre la mesa del banquete, reflejos de las antorchas. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
119,20:01,20:06,Imagen,,HECHO,B33 Banquete,profundamente cierto: el estado de ánimo de una corte que había perdido,"Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. Belsasar en la cabecera del banquete alzando una copa, seguro y ajeno al peligro. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
120,20:06,20:11,Video,,HECHO,B34 Escritura,"por completo la capacidad de ver la amenaza que tenía encima. Festejaban, mientras","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. en el muro del salón, una mano luminosa e incorpórea trazando lentamente signos brillantes en arameo, los comensales paralizándose, silencio sobrecogedor. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
121,20:11,20:16,Imagen,,HECHO,B34 Escritura,"su mundo terminaba. Porque mientras dentro del palacio corría el vino, fuera,","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. signos luminosos recién escritos resplandeciendo sobre el muro de azulejo, las palabras del veredicto. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
122,20:16,20:21,Imagen,,HECHO,B34 Escritura,"en la oscuridad, ocurría lo impensable. Y aquí las fuentes griegas, Heródoto y","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. el rostro descompuesto de Belsasar mirando el muro, copa temblando en su mano. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
123,20:21,20:27,Video,,HECHO,B34 Escritura,"Jenofonte, nos dejan una imagen que parece imposible. Los persas, en lugar de","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. el profeta Daniel, anciano sereno, señalando el muro luminoso e interpretando el mensaje ante la corte muda, luz solemne. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
124,20:27,20:31,Imagen,,HECHO,B35 Ceguera,"estrellarse contra las murallas más famosas del mundo, hicieron algo mucho más","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. el banquete iluminado y despreocupado dentro del palacio mientras, fuera, la ciudad y el río se hunden en la oscuridad. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
125,20:31,20:37,Video,,HECHO,B35 Ceguera,"astuto. Desviaron el caudal del río Éufrates, que entraba y salía de la","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. plano dividido en profundidad: en primer término el festín brillante, al fondo por una ventana la noche cerrada y silenciosa sobre la ciudad. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
126,20:37,20:41,Imagen,,HECHO,B36 Rio,"ciudad, hacia un canal lateral. Y el nivel del agua empezó a","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. el río Éufrates atravesando Babilonia de noche bajo las murallas, reflejos de antorchas en el agua. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
127,20:41,20:47,Video,,HECHO,B36 Rio,"bajar. Imagina la escena. El gran río que era la arteria de Babilonia,","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. obreros persas de noche abriendo un canal lateral con palas para desviar el caudal del Éufrates, el agua empezando a fluir hacia otro cauce, esfuerzo coordinado. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
128,20:47,20:52,Imagen,,HECHO,B36 Rio,"su orgullo, su fuente de vida, bajando lentamente en la oscuridad. Hasta que","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. el nivel del agua del río bajando lentamente, dejando al descubierto el lecho fangoso junto a la muralla. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
129,20:52,20:57,Video,,HECHO,B36 Rio,"el agua quedó tan baja que, por los puntos donde el río","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. primer plano del agua retrocediendo sobre el barro a la luz de la luna, revelando el paso bajo la muralla, tensión silenciosa. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
130,20:57,21:02,Video,,HECHO,B37 Entrada,"cruzaba bajo las murallas, un hombre podía caminar. Y entonces, en silencio, los","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. soldados persas avanzando en silencio por el lecho casi seco del río bajo el arco de la muralla, agua hasta los tobillos, sigilo, luz de luna. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
131,21:02,21:07,Imagen,,HECHO,B37 Entrada,soldados de Ciro avanzaron por el lecho del río. Entraron a la,"Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. siluetas de soldados cruzando bajo la muralla por el cauce del río, reflejos tenues, atmósfera de sigilo. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
132,21:07,21:12,Imagen,,FALTA,B37 Entrada,ciudad más grande del mundo caminando por el cauce de su propio río.,"Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. las murallas colosales intactas e inútiles mientras el peligro entra por debajo, ironía visual. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
133,21:12,21:18,Elara,E5,FALTA,B37 Entrada,"Y las murallas colosales, esas por las que Babilonia se creía eterna, no sirvieron de nada.","ELARA (subir imagen base `elara-avatar-referencia.jpg` como Ingredient; vestuario Babilonia: blusa crema, chaqueta rosa palo, pañuelo azul lapislázuli, zapatos de tacón de aguja de punta fina color nude). Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. Elara de pie en el lecho seco del río bajo la muralla, explica cómo entraron. Ver prompt de video rico y su línea hablada en `babilonia-elara-clips-flow.md`. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
134,21:18,21:31,Imagen,,FALTA,B38 Silencio,"Porque no hace falta derribar una puerta cuando alguien, desde dentro, ya te la ha abierto. No hubo una gran batalla en las calles. No hubo una masacre. Los registros babilonios de","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. puestos de guardia babilónicos vacíos y silenciosos en el interior de la muralla de noche, antorchas ardiendo solas. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
135,21:31,21:44,Video,,FALTA,B38 Silencio,"la época, junto a las fuentes griegas, coinciden en algo asombroso: Babilonia cayó de forma sorprendentemente pacífica. Los puestos de guardia guardaron silencio. Las puertas interiores se encontraron abiertas. La ciudad que","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. travelling lento por una calle interior de Babilonia en silencio mientras sombras de soldados avanzan sin encontrar resistencia, puertas abiertas. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
136,21:44,21:57,Imagen,,FALTA,B38 Silencio,"dominó el mundo durante siglos no murió con un grito de guerra. Murió con el susurro de un río que bajó de nivel durante unas horas, y el sonido de unos pasos avanzando","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. una puerta interior de la ciudad abierta de par en par, sin guardias, penumbra. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
137,21:57,22:10,Imagen,,FALTA,B39 Amanecer,"sin prisa por la oscuridad, hacia el corazón de una ciudad que ya había decidido, mucho antes, no defender su propia vida. Y llegó el amanecer. El amanecer más extraño de la","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. primer amanecer sobre Babilonia tras la caída, luz gris-dorada, la ciudad en calma pero cambiada. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
138,22:10,22:23,Video,,FALTA,B39 Amanecer,historia de Babilonia. Sus habitantes salieron a las calles y vieron soldados con uniformes que no reconocían patrullando avenidas que habían caminado toda su vida. Los sacerdotes abrieron las puertas del templo,"Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. habitantes babilónicos saliendo a las calles al amanecer y deteniéndose sorprendidos al ver soldados persas patrullando sus avenidas de siempre. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
139,22:23,22:35,Imagen,,FALTA,B39 Amanecer,"de Marduc y recibieron a los nuevos amos con ceremonias preparadas de antemano. Los comerciantes empezaron a calcular en qué moneda cobrarían a partir de ese día. Y Nabónido, el último rey","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. sacerdotes abriendo las puertas del templo de Marduc para recibir a los nuevos amos, ceremonias preparadas. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
140,22:35,22:49,Imagen,,FALTA,B39 Amanecer,"de Babilonia, fue capturado sin resistencia y enviado al exilio, a morir en el olvido, en una fecha que nadie se molestó en anotar. Ciro entró en la ciudad en persona algunos días","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. un comerciante en su puesto observando con cautela a los soldados persas, calculando el nuevo orden. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
141,22:49,23:01,Imagen,,FALTA,B39 Amanecer,"después, el veintinueve de octubre, y lo hizo con una teatralidad calculada al milímetro. No entró como un guerrero sobre un caballo de batalla. Entró en procesión, por la Vía Procesional, el","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. Nabónido capturado sin resistencia siendo conducido lejos, figura pequeña y vencida en el amanecer, plano sobrio. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
142,23:01,23:14,Video,,FALTA,B40 Procesion,"gran corredor de azulejos azules donde durante siglos habían desfilado los dioses. Rodeado de sus generales, pero mostrándose casi como un funcionario más de la ciudad. El mensaje era claro y brillante:","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. Ciro el Grande entrando en Babilonia a pie en procesión por la Vía Procesional de azulejos azules, rodeado de generales, multitud observando, ritmo solemne. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
143,23:14,23:27,Imagen,,FALTA,B40 Procesion,"no os estoy invadiendo. Os estoy heredando. Y su primer acto oficial fue el gesto perfecto. Fue al templo del Esagila, y realizó los rituales de Marduc que Nabónido había descuidado durante","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. Ciro caminando con porte sereno entre los muros de leones azules, sin ostentación guerrera, casi como un babilonio más. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
144,23:27,23:40,Imagen,,FALTA,B40 Procesion,"años. Tomó con su mano la mano de la estatua del dios. ¿Recuerdas ese gesto? El gesto por el cual, cada Año Nuevo, un hombre se convertía en el rey legítimo de","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. la multitud babilónica a los lados de la Vía Procesional observando la entrada del nuevo rey, expectación. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
145,23:40,23:53,Video,,FALTA,B41 Mano,"Babilonia. Con ese solo movimiento, Ciro, el persa, el extranjero, se transformó, ante los ojos de los sacerdotes y del pueblo, en el rey elegido por el propio dios de la ciudad. Una","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. dentro del Esagila, Ciro extiende su mano y toma la mano de la estatua dorada de Marduc ante los sacerdotes, gesto que lo hace rey legítimo, incienso y luz cálida. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
146,23:53,24:06,Imagen,,FALTA,B41 Mano,jugada de una elegancia política que sus enemigos debieron admirar en secreto. Ciro cumplió sus promesas. Mandó devolver a sus templos de origen las estatuas de dioses que reyes anteriores habían traído,"Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. primer plano de la mano de Ciro tomando la mano dorada de Marduc, el pacto renovado por un extranjero. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
147,24:06,24:19,Imagen,,FALTA,B41 Mano,"como botín. Y liberó a los pueblos deportados, incluidos los judíos del exilio. El decreto de Ciro que autoriza a los judíos a volver a su tierra y reconstruir su templo está","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. los sacerdotes de Marduc inclinándose ante Ciro reconociéndolo como elegido del dios. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
148,24:19,24:31,Imagen,,FALTA,B42 Edicto,"registrado tanto en la Biblia, en el Libro de Esdras, como en las inscripciones persas. Y se convirtió en uno de los documentos más influyentes de la antigüedad, citado durante siglos como","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. estatuas de dioses de distintos pueblos siendo devueltas a sus templos en carros ceremoniales, gesto de reconciliación. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
149,24:31,24:45,Video,,FALTA,B42 Edicto,"un antecedente de la idea de que los pueblos tienen derecho a su tierra, a sus dioses y a sus tradiciones. Pero hay otra cara de esa liberación que la propaganda persa contó","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. familias del exilio judío partiendo de Babilonia hacia su tierra al amanecer, esperanza en los rostros, camino abierto, tono luminoso. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
150,24:45,24:57,Imagen,,FALTA,B42 Edicto,"con mucho menos entusiasmo. El tesoro del gran templo pasó a manos persas. Los archivos con siglos de conocimiento astronómico, matemático y jurídico quedaron bajo el control del nuevo estado. Los escribas","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. un pergamino y una tablilla con el decreto de Ciro autorizando el regreso de los deportados. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
151,24:57,25:10,Imagen,,FALTA,B43 Botin,"de Babilonia siguieron trabajando, sí, pero ahora para un imperio que no era el suyo, copiando y transmitiendo el saber de su civilización hacia una red mucho más vasta, en la que","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. tesoro del templo de Babilonia siendo inventariado por funcionarios persas, oro y objetos sagrados bajo control ajeno. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
152,25:10,25:23,Video,,FALTA,B43 Botin,"Babilonia era solo un centro más, y ya no el más importante. Y aquí está la parte que casi nadie cuenta, porque no es tan espectacular como una noche de conquista, pero","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. travelling por los archivos del templo, miles de tablillas de conocimiento, mientras funcionarios persas las supervisan y trasladan. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
153,25:23,25:36,Imagen,,FALTA,B43 Botin,"es infinitamente más triste. Babilonia no murió aquella noche de octubre. Babilonia tardó siglos en morir. Y lo hizo del modo más cruel: lentamente, casi sin que nadie se diera cuenta. Tras","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. escribas babilónicos trabajando ahora bajo la mirada de administradores persas, el saber fluyendo hacia otro imperio. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
